,PO / SO #,ASN/DN #,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
6499,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,0.41
6500,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,58.6
6501,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,2172.0,31073.95,101.37
6502,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,Yes,154.0,1176.03,4.14
6503,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,100.0,1952.77,2.72
6504,SCMS,ASN,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,Yes,3963.0,12961.76,251.17
6505,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,2.37
6506,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,10.93
6507,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Adult,No,0.0,0.0,538.64
6508,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,140.0,2782.77,20.56
6509,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,326.0,3852.86,12.2
6510,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test - Ancillary,Yes,6.0,337.89,0.49
6511,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,16.78
6512,SCMS,ASN,PMO - US,Direct Drop,DAP,Air,HRDT,HIV test,Yes,0.0,0.0,3.58
6513,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,0.15
6514,SCMS,ASN,PMO - US,Direct Drop,EXW,Ocean,ARV,Pediatric,No,0.0,0.0,2.11
6515,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2842.0,21825.6,334.18
6516,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,46.13
6517,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,1374.0,15504.4,64.81
6518,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,60.65
6519,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,4507.0,5886.96,535.99
6520,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,456.42
6521,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Yes,951.0,7326.62,23.74
6522,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,4007.0,6639.33,885.5
6523,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,4.68
6524,SCMS,ASN,PMO - US,Direct Drop,DDU,Air,ARV,Pediatric,No,0.0,0.0,17.16
6525,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1130.0,10893.85,46.14
6526,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,2915.0,6012.42,391.31
6527,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,34.0,807.47,4.86
6528,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,30.0,835.01,1.98
6529,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,866.0,1464.24,62.5
6530,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,No,0.0,0.0,32.02
6531,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,3950.0,6639.35,872.68
6532,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,240.0,2836.14,8.82
6533,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,111.0,1857.39,7.38
6534,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1413.0,15387.63,0.5
6535,SCMS,ASN,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.45
6536,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3247.0,31849.010000000002,657.92
6537,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,2957.0,14589.33,204.44
6538,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,No,0.0,0.0,1.19
6539,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,172.0,0.0,19.12
6540,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,1.82
6541,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,1572.0,13479.25,277.55
6542,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,3005.0,4263.07,320.93
6543,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,332.0,6973.87,40.72
6544,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.61
6545,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,3392.0,16835.52,206.89
6546,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,5747.0,31849.010000000002,235.43
6547,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,2440.0,31849.010000000002,396.0
6548,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,2162.0,3324.85,110.01
6549,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,12.45
6550,SCMS,ASN,PMO - US,Direct Drop,EXW,Ocean,ARV,Adult,No,0.0,0.0,97.82
6552,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,6684.0,13677.69,1131.15
6553,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,257.0,2325.62,80.97
6554,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,3800.0,31849.010000000002,1030.8
6555,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,1231.0,20705.23,333.69
6556,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Pediatric,Yes,1296.0,9230.19,9.15
6557,SCMS,ASN,South Africa Field Office,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,45.96
6558,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,61.0,925.05,7.49
6559,SCMS,ASN,PMO - US,Direct Drop,CIP,Air,ARV,Adult,Yes,0.0,0.0,335.56
6560,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,3908.56,109.16
6561,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.67
6562,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,Yes,410.0,5577.13,67.88
6563,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,6525.0,10984.82,682.6
6564,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.71
6565,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.3
6566,SCMS,ASN,PMO - US,Direct Drop,DDP,Ocean,ARV,Adult,Yes,1093.0,5460.48,174.47
6567,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Pediatric,Yes,0.0,0.0,0.11
6568,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.2
6569,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,19.92
6570,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,Yes,544.0,1454.64,28.05
6571,SCMS,ASN,PMO - US,Direct Drop,EXW,Air Charter,ARV,Adult,No,0.0,0.0,72.13
6572,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,0.44
6573,SCMS,ASN,PMO - US,Direct Drop,DDP,Air,ARV,Adult,Yes,3669.0,4263.07,393.17
6574,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,HRDT,HIV test,No,0.0,0.0,3.14
6576,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,48.68
6577,SCMS,ASN,PMO - US,Direct Drop,EXW,Air,ARV,Adult,No,0.0,0.0,17.99
6578,SCMS,ASN,PMO - US,Direct Drop,FCA,Air,ARV,Pediatric,Yes,22.0,817.99,1.53
6579,SCMS,ASN,PMO - US,Direct Drop,DDP,Truck,ARV,Adult,No,0.0,0.0,95.53
6580,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,70.0,1764.84,6.87
6581,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,105.0,9341.59,1.81
6582,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,373.0,4266.24,14.78
6583,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,15332.68,992.07
6584,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,4959.0,9973.51,535.03
6585,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,25.05
6586,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,56.0,1211.48,7.89
6587,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,82.0,1211.48,3.61
6588,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,283.0,4969.95,28.25
6589,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,260.0,1898.84,69.81
6590,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,363.0,1816.73,1.39
6591,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,546.0,2412.99,147.59
6592,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,12.0,1311.0,1.3
6593,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,2571.0,26830.44,15.89
6594,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,163.0,1236.13,50.83
6595,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1345.0,14489.1,15.05
6596,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,3508.0,5254.1,661.06
6597,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1077.0,12016.69,226.64
6598,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2156.0,3423.25,113.29
6599,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,9.27
6600,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,16898.2,736.74
6601,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1387.0,0.0,369.27
6602,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,306.0,3945.33,3.53
6603,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,4000.0,3302.14,21.01
6604,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2538.0,6298.34,16.83
6605,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,395.0,1042.58,57.93
6606,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,54.0,1042.58,8.69
6607,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,17.0,0.0,1.8
6608,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,248.0,0.0,51.31
6609,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,247.0,0.0,77.52
6610,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,65.0,0.0,17.23
6611,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,687.0,0.0,88.48
6612,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,14.0,0.0,2.93
6613,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,290.0,0.0,91.15
6614,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,28.0,0.0,8.77
6615,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,8.0,0.0,1.51
6616,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,1098.0,0.0,110.65
6617,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,30.0,0.0,9.48
6618,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1188.0,4097.0,307.27
6619,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,17.0,1073.46,1.03
6620,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,526.0,4964.27,37.83
6621,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1866.0,10959.63,125.45
6622,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,617.0,5194.22,126.23
6623,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,3289.0,9736.1,1288.43
6624,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2281.0,15254.43,435.43
6625,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,527.0,4549.95,106.44
6626,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,3833.17,41.02
6627,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,25790.82,2650.15
6628,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1070.0,6153.8,63.08
6629,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,5067.0,0.0,1041.39
6630,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,2657.0,0.0,546.0
6631,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1928.0,11054.56,387.35
6632,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,27912.64,1509.72
6633,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,4.99
6634,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2027.0,19372.86,22.98
6635,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,2979.0,3365.45,19.7
6636,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,11054.59,27.27
6637,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,No,0.0,0.0,192.94
6638,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1438.0,5121.68,15.28
6639,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1451.0,5121.68,15.28
6640,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,731.0,5121.69,252.59
6641,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,88.0,755.64,31.09
6642,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,307.0,0.0,34.56
6643,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1096.0,0.0,323.4
6644,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,668.0,0.0,317.81
6645,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1668.0,0.0,399.33
6646,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,5364.0,31849.010000000002,1067.54
6647,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,269.0,1647.25,47.22
6648,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2344.0,1647.25,827.28
6649,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,560.0,6147.18,157.14
6650,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,4212.0,6147.18,775.06
6651,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,317.0,12648.36,17.24
6652,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,84.0,530.36,10.05
6653,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6587.0,8953.2,34.63
6654,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,86.0,3307.86,11.7
6655,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,16981.15,3560.65
6656,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6234.0,31214.27,1184.21
6657,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,14163.13,5043.71
6658,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,89.0,1221.83,5.59
6659,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,6684.0,6406.53,1.06
6660,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,No,0.0,0.0,9.63
6661,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,215.0,6406.54,17.24
6662,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6022.0,6500.45,20.67
6663,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1787.0,18046.12,2.5
6664,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,232.0,1794.58,2.64
6665,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,6684.0,31849.010000000002,16.86
6666,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,493.0,2859.16,38.95
6667,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,567.0,2768.96,77.31
6668,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,1190.0,6770.6,10.0
6669,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,31849.010000000002,3429.32
6670,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,9.0,1401.76,15.9
6671,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1195.0,8758.37,126.61
6672,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,386.0,2294.85,32.67
6673,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,2839.15
6674,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,16222.85,1846.45
6675,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,369.0,6218.58,3.22
6676,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,629.0,4277.04,75.81
6677,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,31849.010000000002,9.31
6678,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,213.0,3403.98,19.7
6679,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,260.0,2452.54,12.96
6680,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,194.0,2452.54,26.38
6681,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,31849.010000000002,1851.3
6682,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,4915.0,13398.06,409.63
6683,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,571.0,4428.06,59.81
6684,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,2032.0,4428.06,320.7
6685,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,332.0,4398.32,8.19
6687,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Pediatric,Yes,177.0,13398.06,20.47
6688,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,6684.0,3949.19,59.4
6689,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,16064.09,599.94
6690,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,8.0,940.23,2.27
6691,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,846.0,3798.73,180.45
6692,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,698.0,3865.63,1.87
6693,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1409.0,10928.52,205.89
6694,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1019.0,4969.87,188.18
6695,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,31849.010000000002,2963.15
6696,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,11969.68,2204.86
6697,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,138.0,1812.94,25.92
6698,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,4274.0,24213.81,36.44
6699,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,6684.0,21397.38,225.28
6700,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,199.0,3127.35,8.41
6701,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,220.0,18495.9,16.53
6702,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,18495.9,1860.99
6703,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6622.0,18495.9,46.97
6704,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,No,0.0,0.0,839.1
6705,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1926.0,3134.82,101.97
6706,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,201.79
6707,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,483.0,5324.69,4.16
6708,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,2641.0,7168.8,407.38
6709,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,5262.0,27823.07,45.02
6710,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,483.0,2367.4,136.83
6711,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,6684.0,6888.32,84.74
6712,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,2391.0,21326.73,314.14
6713,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,21326.73,1946.83
6714,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,1102.0,2779.53,9.43
6715,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,387.0,3296.34,31.14
6716,SO,DN,PMO - US,From RDC,N/A - From RDC,Ocean,ARV,Pediatric,Yes,4836.0,4075.1,41.38
6717,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,11291.75,1986.91
6718,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Pediatric,Yes,6684.0,0.0,48.16
6719,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,1305.0,0.0,385.31
6720,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,264.0,15322.73,18.07
6721,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,631.0,15322.73,88.06
6722,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Pediatric,Yes,303.0,12102.81,93.18
6723,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,15322.73,255.42
6724,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6684.0,15322.73,183.04
6725,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,6410.0,24940.97,191.91
6726,SO,DN,PMO - US,From RDC,N/A - From RDC,Air Charter,ARV,Adult,Yes,3263.0,15322.7,589.91
6727,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,147.0,1182.25,17.37
6728,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,6684.0,0.0,1397.43
6729,SO,DN,PMO - US,From RDC,N/A - From RDC,Truck,ARV,Adult,Yes,1332.0,6476.7,57.3
6730,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,46.0,456.17,1.12
6731,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,42.0,456.18,0.06
6733,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,13.0,912.36,0.43
6734,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,308.0,1824.72,18.14
6735,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,6.95
6736,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,No,0.0,0.0,1.23
6737,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,288.0,2460.79,8.99
6738,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,324.0,3436.14,10.13
6739,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,65.0,1418.01,0.96
6740,SO,DN,PMO - US,From RDC,N/A - From RDC,Air,ARV,Adult,Yes,70.0,1524.5,0.17
